image_filename,image_stem,mask_filename,has_mask,image_width,image_height,image_min,image_max,image_mean,image_std,status,mask_width,mask_height,dimension_match,unique_mask_values,is_binary_mask,has_tumour_pixels,tumour_pixels,total_pixels,tumour_ratio
brisc2025_train_00001_gl_ax_t1.jpg,brisc2025_train_00001_gl_ax_t1,brisc2025_train_00001_gl_ax_t1.png,True,512,512,0.0,255.0,39.27566909790039,47.58726683826367,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,17153,262144,0.06543350219726562
brisc2025_train_00002_gl_ax_t1.jpg,brisc2025_train_00002_gl_ax_t1,brisc2025_train_00002_gl_ax_t1.png,True,512,512,0.0,255.0,24.740795135498047,31.27944817862775,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,16522,262144,0.06302642822265625
brisc2025_train_00003_gl_ax_t1.jpg,brisc2025_train_00003_gl_ax_t1,brisc2025_train_00003_gl_ax_t1.png,True,512,512,0.0,250.0,28.306236267089844,36.73717767963838,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 248, 250, 251, 252, 253, 254, 255]",False,True,3142,262144,0.01198577880859375
brisc2025_train_00004_gl_ax_t1.jpg,brisc2025_train_00004_gl_ax_t1,brisc2025_train_00004_gl_ax_t1.png,True,512,512,0.0,255.0,20.329280853271484,28.76656347438415,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,2662,262144,0.01015472412109375
brisc2025_train_00005_gl_ax_t1.jpg,brisc2025_train_00005_gl_ax_t1,brisc2025_train_00005_gl_ax_t1.png,True,512,512,0.0,255.0,30.706924438476562,39.134303225298304,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 249, 250, 251, 252, 253, 254, 255]",False,True,4130,262144,0.01575469970703125
brisc2025_train_00006_gl_ax_t1.jpg,brisc2025_train_00006_gl_ax_t1,brisc2025_train_00006_gl_ax_t1.png,True,512,512,0.0,255.0,28.94481658935547,40.11504916655269,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,3785,262144,0.014438629150390625
brisc2025_train_00007_gl_ax_t1.jpg,brisc2025_train_00007_gl_ax_t1,brisc2025_train_00007_gl_ax_t1.png,True,512,512,0.0,254.0,31.276996612548828,41.88561009350004,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,9247,262144,0.035274505615234375
brisc2025_train_00008_gl_ax_t1.jpg,brisc2025_train_00008_gl_ax_t1,brisc2025_train_00008_gl_ax_t1.png,True,512,512,0.0,250.0,26.202022552490234,39.215146770542745,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 7, 249, 250, 251, 252, 253, 254, 255]",False,True,10460,262144,0.0399017333984375
brisc2025_train_00009_gl_ax_t1.jpg,brisc2025_train_00009_gl_ax_t1,brisc2025_train_00009_gl_ax_t1.png,True,512,512,0.0,255.0,23.229331970214844,35.022995126190395,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 249, 250, 251, 252, 253, 254, 255]",False,True,3929,262144,0.014987945556640625
brisc2025_train_00010_gl_ax_t1.jpg,brisc2025_train_00010_gl_ax_t1,brisc2025_train_00010_gl_ax_t1.png,True,512,512,0.0,255.0,31.44269561767578,39.77052867093763,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 249, 250, 251, 252, 253, 254, 255]",False,True,5289,262144,0.020175933837890625
brisc2025_train_00011_gl_ax_t1.jpg,brisc2025_train_00011_gl_ax_t1,brisc2025_train_00011_gl_ax_t1.png,True,512,512,0.0,255.0,30.430278778076172,41.86026988590078,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 250, 251, 252, 253, 254, 255]",False,True,638,262144,0.00243377685546875
brisc2025_train_00012_gl_ax_t1.jpg,brisc2025_train_00012_gl_ax_t1,brisc2025_train_00012_gl_ax_t1.png,True,512,512,0.0,255.0,25.54438018798828,32.52259497116107,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,9038,262144,0.03447723388671875
brisc2025_train_00013_gl_ax_t1.jpg,brisc2025_train_00013_gl_ax_t1,brisc2025_train_00013_gl_ax_t1.png,True,512,512,0.0,255.0,24.88426971435547,31.76643925046256,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,5538,262144,0.02112579345703125
brisc2025_train_00014_gl_ax_t1.jpg,brisc2025_train_00014_gl_ax_t1,brisc2025_train_00014_gl_ax_t1.png,True,512,512,0.0,253.0,25.775787353515625,34.65340295226526,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,11564,262144,0.0441131591796875
brisc2025_train_00015_gl_ax_t1.jpg,brisc2025_train_00015_gl_ax_t1,brisc2025_train_00015_gl_ax_t1.png,True,512,512,0.0,254.0,25.18557357788086,32.26079936828953,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,19399,262144,0.07400131225585938
brisc2025_train_00016_gl_ax_t1.jpg,brisc2025_train_00016_gl_ax_t1,brisc2025_train_00016_gl_ax_t1.png,True,512,512,0.0,255.0,28.94088363647461,36.16748604886941,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 248, 250, 251, 252, 253, 254, 255]",False,True,5797,262144,0.022113800048828125
brisc2025_train_00017_gl_ax_t1.jpg,brisc2025_train_00017_gl_ax_t1,brisc2025_train_00017_gl_ax_t1.png,True,512,512,0.0,253.0,18.033939361572266,25.55139583361836,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,6698,262144,0.02555084228515625
brisc2025_train_00018_gl_ax_t1.jpg,brisc2025_train_00018_gl_ax_t1,brisc2025_train_00018_gl_ax_t1.png,True,512,512,0.0,255.0,23.215621948242188,41.67011719551009,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 248, 250, 251, 252, 253, 254, 255]",False,True,862,262144,0.00328826904296875
brisc2025_train_00019_gl_ax_t1.jpg,brisc2025_train_00019_gl_ax_t1,brisc2025_train_00019_gl_ax_t1.png,True,512,512,0.0,255.0,27.83999252319336,43.79961008596772,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 249, 250, 251, 252, 253, 254, 255]",False,True,5625,262144,0.021457672119140625
brisc2025_train_00020_gl_ax_t1.jpg,brisc2025_train_00020_gl_ax_t1,brisc2025_train_00020_gl_ax_t1.png,True,512,512,0.0,251.0,21.934097290039062,31.03862408011865,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 7, 250, 251, 252, 253, 254, 255]",False,True,5162,262144,0.01969146728515625
brisc2025_train_00021_gl_ax_t1.jpg,brisc2025_train_00021_gl_ax_t1,brisc2025_train_00021_gl_ax_t1.png,True,512,512,0.0,255.0,25.280323028564453,33.79130194113352,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 250, 251, 252, 253, 254, 255]",False,True,1332,262144,0.0050811767578125
brisc2025_train_00022_gl_ax_t1.jpg,brisc2025_train_00022_gl_ax_t1,brisc2025_train_00022_gl_ax_t1.png,True,512,512,0.0,253.0,22.088623046875,28.105568177959917,ok,512,512,True,"[0, 1, 2, 3, 4, 5, 6, 248, 249, 250, 251, 252, 253, 254, 255]",False,True,7013,262144,0.026752471923828125
