epoch,train_loss,train_dice_loss,train_tversky_loss,train_focal_loss,train_dice,train_iou,train_precision,train_recall,train_hd95,train_asd,train_pred_fg_ratio,val_loss,val_dice_loss,val_tversky_loss,val_focal_loss,val_dice,val_iou,val_precision,val_recall,val_hd95,val_asd,val_pred_fg_ratio
1,0.6145825835309082,0.7905180165422739,0.7264644596080143,0.038947911919738704,0.40533289456568006,0.3031558536007979,0.3356539233383152,0.8405603462498205,72.98155974644578,32.1057743524158,0.10221382136263062,0.45821011331514605,0.6011017035347382,0.5299723952667837,0.028902334140393567,0.5983918045110379,0.499738985531771,0.5749549159215812,0.7053364044429706,49.76322489538168,37.03914281478161,0.015709814081337245
2,0.3279795526652723,0.4244868239461902,0.3793209285349459,0.03228222980217294,0.671723855425773,0.5762730761454674,0.663953750587202,0.7603398342668491,34.301720506017254,17.169631923831293,0.016945447879313513,0.29339032741370014,0.36744043166634394,0.3477316552529341,0.03660742899052695,0.6779162995758267,0.6048435351907181,0.7097757661776032,0.7110681652290014,48.95929419676664,38.79757791965595,0.015089199627716529
3,0.24723913380091445,0.3101333659100798,0.2911407414604636,0.03364743144563821,0.71381883424701,0.6262726489788013,0.7237101377264451,0.7735660537474532,29.772078400270544,15.624306172883234,0.015901326678470676,0.24910957814020304,0.3061801203475671,0.2990875434239301,0.03501254043706339,0.7084558450576377,0.6374924907571174,0.741044914455656,0.7334850215029947,37.92650775331531,29.22982133636582,0.01558588483006821
4,0.21635108059701555,0.26829808897358054,0.2560122976242454,0.03313461275784586,0.7409737045519994,0.6559534378441947,0.7523554393389064,0.7921650768934522,26.615712810532727,14.197382431521122,0.01593949305200304,0.22985140275413685,0.2784160174893303,0.27865399013177566,0.0351169770542092,0.7304564709999186,0.6480080887120633,0.7743910637492302,0.7526715399906874,29.488125561949264,18.300706714547715,0.016442642599192973
5,0.20247527761044298,0.2499252047940544,0.23985978129937274,0.03280639929884959,0.754490327097342,0.6730148283203715,0.7622280560656587,0.8021926181703077,25.87071481921153,14.584917238745922,0.0158639508906399,0.25030388716688756,0.3008635849934521,0.30740155841980077,0.034989135080251456,0.7058497306925837,0.639017160809483,0.7712570823074525,0.702035937038042,40.70042091487023,33.76710615206869,0.013573970891497462
6,0.19753461609015593,0.24327369465926493,0.23386022445696905,0.03340522371682624,0.7587647334533472,0.6778001198080753,0.7697778533199745,0.8052215556638321,24.991231794654375,13.463224158965131,0.01588227016790915,0.2251481670209383,0.2733245994872029,0.2700944021817538,0.038902812319354475,0.7290142264694143,0.6528745597378504,0.7687315978498129,0.7543571715559833,32.09493882190152,22.068834549846684,0.014845698012918384
7,0.18423728037726234,0.22658743433808295,0.2179988490379103,0.03201382022165206,0.7751916927947965,0.6935453082765182,0.7827623322630571,0.8196321150314283,23.97332547090649,12.990952310862241,0.015919524700264226,0.1933357046995184,0.23760734140645745,0.22893706263247712,0.03358970296491065,0.7665638195618857,0.6873020591763849,0.7772279083870008,0.8116605818923744,23.668915766144767,12.714580994614678,0.017885663182602315
8,0.1761066616783792,0.21686341080263802,0.20829503547595682,0.030216402241394564,0.7844897159250419,0.7040404850770927,0.7922136954185794,0.8290091873917662,21.133677662517794,10.857515579474367,0.016104987375461895,0.2076310524586801,0.2525112123774149,0.24977725312549248,0.03357831293538336,0.7495658332850432,0.6797370693516579,0.7852564209430201,0.7719349365167674,30.205154469170544,23.13480746012351,0.014190247821323762
9,0.1715961999273215,0.21119416298282545,0.20329129320638928,0.0290100717973349,0.7901826107713015,0.7106715603780045,0.7993091390931315,0.831530857653456,20.57455972615731,10.564909948096465,0.015988169850169362,0.1721355899732934,0.2132552811423887,0.19928448801573834,0.03559839732668645,0.7878910545208804,0.7085292995921496,0.7795098443252744,0.863797724391859,21.805191761724235,10.675291982049188,0.02078715677793861
10,0.16325273140258081,0.2015957480015171,0.19275779498590007,0.027556558195294276,0.7996843893191865,0.7206302399286475,0.8023316411741708,0.8426767417069426,20.056594581037135,10.770804079868805,0.016280405247052307,0.1714342273061733,0.21060834739835319,0.20206206264459495,0.03183030282156696,0.7901817470079965,0.7145177992362238,0.7918876084615523,0.8320803642077899,22.770018295134385,14.781520060391218,0.016134252402988183
11,0.1599412903059363,0.1970714898480899,0.1890033154116147,0.027556827032438145,0.8039144377432235,0.725439816216551,0.8090235194118744,0.8457397263578791,19.21417189292368,9.835607594488934,0.016344345684500158,0.22575774854889288,0.2714558127117278,0.27501346922587255,0.03585016174393373,0.7315007096724495,0.6652046852882059,0.7878982170121545,0.7351438790594225,37.90112967887506,32.140259148037714,0.013683377183633407
12,0.1561039012263045,0.19276201031355866,0.18435378169406957,0.0262879090025334,0.8083606853395677,0.7295731519254666,0.8120831894694404,0.8498852701067426,18.439221533672566,9.183593906642182,0.01636512402281667,0.17018522773756914,0.21025765669239824,0.20138989568816965,0.027631020380670425,0.7904357282416329,0.7154053168801443,0.79568259804803,0.8307205286934816,21.920086848819015,14.335926731003608,0.015207126055877221
13,0.14675193895927863,0.1809697251820223,0.17338274004728502,0.025054751995089206,0.8201250597516618,0.7429199223574231,0.8208247397641791,0.858245370850554,17.297349242442593,9.083899084999636,0.016472585475603943,0.18853128808189604,0.23177054263130684,0.22552210433358916,0.028071130018828026,0.7694162942339573,0.7025550011865607,0.7837675858572174,0.7979885862729931,31.828585719661362,26.049735643210713,0.014114728433831695
14,0.14314677992891905,0.17674536028423826,0.16882129926560224,0.02460056963855688,0.8242939808493621,0.7463296476631608,0.8275761221111781,0.8635640250276677,16.001635688547108,7.6609198771516605,0.016519569547329447,0.16855074737926298,0.20708370216313887,0.1997147856855332,0.029156745969864575,0.7937982127224797,0.7214716368640767,0.7941577339985075,0.8306191454485552,24.510267153609224,16.354607056098313,0.01626462984811231
15,0.1400567006604044,0.17337518155290516,0.16498008771238343,0.02357295286835768,0.8275060256168011,0.7502511012922691,0.8285804419484981,0.8675618816179594,15.420278224835938,7.113011147123533,0.01669112179435444,0.15597394069483955,0.19238236671481684,0.18386890215673773,0.027367151305647486,0.8080458702807577,0.7328389196682534,0.809524040253158,0.8470846646835922,20.272872460372557,12.282609403133392,0.015621901768718274
16,0.13952360134897532,0.17236185640523088,0.16479141850539725,0.02331144694488389,0.8284974987001293,0.7523863161469285,0.8303208291381875,0.8649215697771993,15.73544521401509,8.030929876269994,0.016393347447341364,0.1577635528933934,0.19228569896278722,0.18906237239910353,0.02612160939842775,0.8089709945592208,0.7398365562188494,0.8223790341507035,0.8319426601504885,21.554561248474617,14.592847193213094,0.01493591463505314
17,0.13506640610958795,0.16701693550012828,0.1593991815949093,0.022499786586084643,0.8337806799201636,0.7591834372914309,0.8336512204761226,0.8697300566241961,15.20639704229418,7.5534159748709016,0.01654431051459194,0.1499744207471647,0.18519675769527197,0.17398393555547867,0.03151070138497522,0.8153163497640534,0.7395044240673659,0.8124136554667855,0.8689821474001986,18.190388124001206,8.797488971618074,0.018250150728951857
18,0.1342760743996771,0.16607164826794915,0.1583161874681664,0.022604688128015242,0.8346104256152844,0.7596449154443733,0.8346139328480825,0.8718226109568585,15.176575925326697,7.5538851621620555,0.01664762503011016,0.1529569541573941,0.18647887980922812,0.1828435049729547,0.026139988910094416,0.8154333763147583,0.7412912770741533,0.8296606676039741,0.8442867253387364,19.033548298826073,10.739083561346616,0.01679353665579394
19,0.13007020544207437,0.16109537043518407,0.15303857191947004,0.022083131623874895,0.8394787403127065,0.7646401131665559,0.8372840619037566,0.8767516558513896,14.266732445395228,6.654777710209379,0.01671841397682573,0.17580147908605265,0.21363976275905722,0.21261559985341383,0.026496657627141235,0.787993811112166,0.7181069195283867,0.8202142674452915,0.8043526135449304,24.42955006288393,16.655557684595625,0.014075284076826221
20,0.13003972993248597,0.16113452416724733,0.1532708631221365,0.021387865229188473,0.8395091396995892,0.7651206223013018,0.8399596543625615,0.876809350730019,14.139390107597125,6.688728546533078,0.016707971455258167,0.14267101606739901,0.17451061704107282,0.16970619244981447,0.02492144831744398,0.8265707034666365,0.7557354755875468,0.8299636934038649,0.8559803352000698,20.706104978389547,13.739259800041653,0.016063206086909105
21,0.12498160166183223,0.15481806115997993,0.14725059325820122,0.020770689927260666,0.8458972248891651,0.772166159057814,0.8423138482484428,0.8808158447362802,14.169683866188622,7.005122631025671,0.016642289789179216,0.14750905946995282,0.1789581808989354,0.17423411048806758,0.031160700141589524,0.8221322487795715,0.7507444514497101,0.8376255851002745,0.8529565400665309,17.366363147642407,9.59227088844016,0.017145553821234533
22,0.1269772460468007,0.15685638268915003,0.15021140334716093,0.020750647345084004,0.8438931441778661,0.7714493098672575,0.8453025112989853,0.8765668668061702,14.169745190311827,7.141969560776368,0.0165296822540031,0.1889095324596918,0.22741504765223367,0.22943699935491385,0.030843550462856785,0.7747107583836412,0.7052674772896973,0.821308515705654,0.7860164047925406,29.643238131013618,20.892746306568156,0.015208694535463595
23,0.1237238502423079,0.15313811484126105,0.1458093764861551,0.020724259099748357,0.8475446296596076,0.7750407311869688,0.8466627316457268,0.8821438623340104,13.258613681194515,6.358173707593647,0.016732678470987465,0.1439123647228319,0.1768522172446778,0.16928766855290764,0.027282041368096015,0.8239155422435598,0.7517927756891701,0.827351788518001,0.8619377356487904,17.180117648643286,10.26258675706795,0.017620803135905774
24,0.1171025561402731,0.14520974350657864,0.13766408093593457,0.0197651232177442,0.8554146184901388,0.7833440062749574,0.8524395117499396,0.8900289931972145,11.793744318286704,5.195739295617816,0.016862033812467717,0.15140285845159576,0.18714033640930583,0.178436939492159,0.02585973190702853,0.8135526209624083,0.7404443597038362,0.8104746778816478,0.852499058783638,22.25275704294897,15.089724288364579,0.015937282349252457
25,0.12031473602821224,0.1491428015342009,0.14191270687621804,0.0194626542357565,0.8513036393547995,0.7799987944784733,0.8458500812522668,0.8840546394121344,13.514832250456559,7.08444636037546,0.016720198857428082,0.1457605228121505,0.17621605278121774,0.17668365705119307,0.023003183516793264,0.8253802481992504,0.754988529201105,0.8425569240161849,0.8382692380441632,20.19565361738205,13.467457464343022,0.01557624158520384
26,0.11757717744783396,0.14592983163597095,0.13842281942716275,0.019180574434452553,0.8545436525027915,0.7830504296055644,0.8503082244340022,0.8883286877412532,13.105211402418048,6.762477614137108,0.016772290209790208,0.1469865923456308,0.17937593894810658,0.17525080304588114,0.025679465649552462,0.8215306288434178,0.7507123048579442,0.8308202002177892,0.8502309949097254,19.047371498975657,11.376120558760228,0.0165678111429747
27,0.11438736323095468,0.14197204694838894,0.1344212450928074,0.019150224009111216,0.8585090510123515,0.7866862888250208,0.8541813741069882,0.8925946520228368,11.557772426717387,5.058903712885856,0.01683197700515039,0.1426203115671646,0.17545086660409367,0.16846615909166832,0.02526749607519953,0.8249508833669417,0.7516929639071133,0.8236854019476536,0.8595542111360975,19.821762288395824,11.774717229333362,0.016109970015317655
28,0.11064618921917174,0.13717103322852398,0.13048645983818793,0.017915950715912,0.8631948269851152,0.7929753331445244,0.8603784536786568,0.8935311642053944,11.71204997205992,5.704990749588995,0.016717856201637495,0.1512736261880269,0.1845008911141295,0.1804170185153336,0.026532302587352258,0.816345494472704,0.7484582907262893,0.8269570484626171,0.8415979656326799,21.195116755774784,14.887976426503569,0.01577466393485287
29,0.11123133886113928,0.13830725377238992,0.13052777916145628,0.01848661990688939,0.8622566862964107,0.7916331837242429,0.8569938032551445,0.8968004578843204,11.618346794312423,5.33830287845572,0.01685728059782015,0.1382426969858485,0.17020603518322433,0.16283736288017361,0.02512667652588158,0.8304371942153395,0.7594623076172271,0.829551437522094,0.8655064019323954,18.12154621611997,11.117186300016863,0.016410304810189957
